author,comment,replied_to
@angkhoanguyen6114,@@OchreEmber-pf9ip like what the other said.,@GumA-do2ce
@quanphamvan104,"the video you are using in your analysis is so old, may be 10 years ago.
please come Vietnam to take the new one, you will see the differences",
@OchreEmber-pf9ip,"No come Vietnam, commie sad",@quanphamvan104
@Lun33dge,"I'm Thai, I know that Vietnam will be rich soon! They are really hardworking and really go to the right path.",
@Tony-i7l,"Dưới chế độ cộng sản. Người ta chỉ được ăn và ỉa chứ không được bày tỏ những tư tưởng chính trị đi ngược lại ý muốn của nhà độc tài. Ngoài ra, tuyên truyền của cộng sản Việt Cộng đã tẩy não hàng triệu bộ não con người thành Redbull để bảo vệ họ.
Under communist regime. People can only eat and shit but can not express their thoughts of political which against dictator's will. Also, the Viet Cong communist propaganda brainwashed million of human brain into called ""Redbull"" in order to protect them",
@angkhoanguyen6114,"Bớt sủa đi, Cộng Sản làm cho Việt Nam độc lập và hùng cường hơn so với thời Vịt Ngan Cộng Hành.",@Tony-i7l
@GumA-do2ce,"​​@@angkhoanguyen6114 độc lập và hùng cường bằng công nghệ lõi phân lô bán nền, phụ thuộc fdi, làm culi cho nước ngoài trên chính đất nước mình, dân thì đi xklđ, làm đ..ĩ khắp nơi hả? Lại còn so sánh thời chiến và thời bình. Thử mấy thằng việt cộng để yên cho vnch phát triển không vào chiếm miền nam xem. Mà cộng sản gì mà bắt chước vnch phát triển kinh tế thị trường vậy?",@Tony-i7l
@angkhoanguyen6114,"@@GumA-do2ce VNCH chỉ biết ăn viện trợ mà không biết sản xuất tự chủ kinh tế để rồi trước 30/4 thua xa cả láng giếng. Bây giờ Việt Nam đang trên đường trở thành con rồng Châu Á đấy, điều mà VNCH sẽ không bao giờ có thể thực hiện.",@Tony-i7l
@angkhoanguyen6114,"@@GumA-do2ce Bắt chước cái gì, kinh tế tự do vẫn phù hợp với xã hội chủ nghĩa, và nó có trước khi tư bản hình thành đấy.",@Tony-i7l
@angkhoanguyen6114,"@@GumA-do2ce VNCH quá phụ thuộc vào viện trợ rồi một khi Mỹ rời đi như hổ mất cánh rồi cũng chí là mèo thôi. Các người sẽ không bao giờ có thể như Hàn Quốc đâu, Phillippines là cùng thôi.",@Tony-i7l
@XuânTrườngPhạm-d4v,"Là người dân việt nam tôi tự nhủ với mình rằng. Phải thật cố gắng,chăm chỉ kiếm thật nhiều tiền. Để đất nước trở nên giàu có.",
@vinhle-zo9rv,"""I'm glad you made a video about Vietnam. However, I would like to give some feedback on the video thumbnail as it does not correctly represent Vietnam's sovereignty over its seas and islands. Could you please do some research and make the necessary corrections?""",
@johnrobb6449,Capitalism is on a global decline ever since it has proven to be extremely self destructive for all societies that show any concern for their populations…If Vietnam wants to grow to the next level it must relearn what Uncle Ho Chi Minh tried to teach them back in the 1970’s…Fight for your right to exist with dignity…right now the people of Vietnam are too innately and systemically corrupt to move any farther beyond their present situation.,
@angkhoanguyen6114,"Yeah right, corruption in Vietnam is combating fiercely. Our government is very determinated to bring Vietnam to economic miracle.",@johnrobb6449
@GumA-do2ce,@@angkhoanguyen6114 chống tham nhũng hay diệt phe phái để phe mình húp hết? Chống tham nhũng có chọn lọc à?,@johnrobb6449
@angkhoanguyen6114,@@GumA-do2ce Làm sao để diệt lũng đoạn kinh tế và phồn vinh đất nước là được. Bất ổn chính trị không có ở Việt Nam.,@johnrobb6449
@angkhoanguyen6114,"@@GumA-do2ce Nói thì hay lắm 3 sọc, nhưng Vịt Ngan Cộng Hành của các người sẽ không thể tồn tại nếu khôgn có Mẽo và Pháp đâu.",@johnrobb6449
@angkhoanguyen6114,@@GumA-do2ce Đến giờ vẫn bị bưng bít thông tin à sọc con? Bất ổn chính trị có mà nằm mơ.,@johnrobb6449
@luisdeleon9819,"Yes, I believe so.",
@ch3rry1507,Can someone tell me what the song in 0:01 is? Thanks!,
@dangsam2012,"Corruption is the biggest hurdle to VN’s growth. If the country had a multiparty political system to have a real check and balance on the leading party, corruption would be significantly reduced… The Party actually jeopardizes opportunities for the country and harnesses its growth, not helping like conveyed in this clip, if one really understands the complexity of Vietnam society, not chanting based off some fabricated statistics.",
@nguyenhieu1687,"I hate that America and the West always try to slander the Communist regime, they portray Communism as an evil force. But in fact, the current wars are caused by capitalist countries, America and the West! Vietnamese people are free to do things that are not prohibited by law. Conspiracy to overthrow the government, cause social unrest, loss of security and falsely accuse others of crimes without evidence all lead to prison sentences. That is true in every country! You can eat cheese, bacon, sausages, Mac Donal every day. You like it, that does not mean it is the standard for the whole world. Vietnam We love Pho, Bun Cha, Bun Bo Hue, Com Tam and other traditional dishes. Every country has its own way to achieve happiness. Multi-party, Democracy, Human Rights are some of the most common ""poison pills"" and the world is almost tired of these liars!",
@samcambodiapubgworldkh,it cant go further if the communist is in power,
@angkhoanguyen6114,"If China can, so can Vietnam.",@samcambodiapubgworldkh
@samcambodiapubgworldkh,@@angkhoanguyen6114 China is not real super power,@samcambodiapubgworldkh
@Տung,@@samcambodiapubgworldkhElaborate it,@samcambodiapubgworldkh
@CindyAi-mw9wr,Vietnam is the future now,
@processv,❤❤❤,
@imjustaguypassingthrough6260,"14:16 human rights??? , we not even enslave other races like what you did to black people",
@wv5959,"Well. Since you are mentioning the history a bit, why do you fail on why or how the hardship was amplified significantly by the US starting a proxy war?",
@HongNguyen0901,"even though VN income is low compared to other countries you put in the videos, vietnamese people all have house, vehicles and they go coffee, hang out everyday. Rich & developed countries people are depressed, house with debt, car with debt, everythign with debt. Other aspect to look at though haha",
@뽕빵구차,"베트남은 여러방면에서 한국과 닮았습니다.
높은교육열과  자존감.성실함.강한 근성.영리함등등....
지금은 새로운 시대인 4차 산업혁명의 시대로 진입하는 시기입니다.
이시기에 뒤쳐지지않기  위해 우리 함께 힘차게 달려보아요
베트남 화이팅❤",
@processv,❤❤❤❤,@뽕빵구차
@dmdnshshskks92,"hàn quốc đã cử hơn 200.000 quân lính qua tàn sát dân thường việt nam : ) chỉ để họ được nước khác ưu ái , họ giết dân tôi bằng những cách cắt cơ thể hành hạ và thậm chí là dùng gậy dao, đâm vào bộ phận sinh dục, cắt ngực phụ nữ viet nam, dừng mang hàn quốc ra và nói việt nam giống họ",@뽕빵구차
@apacovietnam3193,we're born to be friend each other bro,@뽕빵구차
@croissants1280,Korea has the lowest birthrate and  the highest suicide rate in the world. It's not a model of success.,@뽕빵구차
@ダンタイントウイ,🫶🫶👍🙏❤️❤️❤️,@뽕빵구차
@georgep7082,"No country that lacks freedom and democracy, not to mention ineptitude, corruption, communist-rule, can be rich.",
@roymichaeldeanable,"The Govt is still abysmal 
Single Party Govt is negative for progress...
Vietnam has a Controlling Govt who are dominated by a Fear Agenda",
@kimnhungdang8317,"It seems that some images and videos of Vietnam used to illustrate  the above video have been taken years ago which means it is not really reliable, Vietnam is a far more beautiful and developing country than that",
@pestrinmarco,I really love Vietnam,
@processv,❤❤❤,@pestrinmarco
@theleaderscompass,Vietnam; the new manufacturing powerhouse ==> https://youtu.be/oR5tXQ7_Dyg,
@Lis45426,You said the world is concerned about Vietnam’s ethnics’  rights? Tell me how so? Did we kill and imprison the Ugher minorities in China for NO apparent valid reason except cause the Chinese are hateful and racist against the Muslim Ughers?!! What did we do to our ethnic minorities that wole warrent the world’s concerns? We have always treated our minority brothers and sisters with kindness and respect. Smt that other countries don’t do such as the US hating on the Native Americans and almost causing a genocide or China Agaisnt the ushers or Indians against the minority Muslims….,
@114252,People shouldn't be too optimistic. It is following China's pathway. Boom and bust policy if it doesn't yield to analyzing minds.,
@RabbitAdventureLife-w3i,Vietnam,
@o.c.g.m9426,Ive been besring thats theres a ton of inefficiency and corruption in the Vietnames government. I went to Nam for 1 week years ago. I had a great time and can't wait to go back but as a tourist.,
